,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
3110,SENIOR MEDICAL TRANSCRIBER TYPIST,2011,60422.59,60422.59,60422.59,60422.59,,60422.59,60422.59
3111,SENIOR MICROBIOLOGIST,2011,379561.58999999997,92564.98,95909.0,94890.39749999999,1588.0482023409531,92564.98,95543.805
3112,SENIOR MICROPHOTO/IMAGING TECHNICIAN,2011,381643.77,54079.2,54932.58,54520.53857142857,342.58623831227203,54079.2,54703.2
3113,SENIOR MORGUE ATTENDANT,2011,64471.01,64471.01,64471.01,64471.01,,64471.01,64471.01
3114,SENIOR MUSEUM PREPARATOR,2011,163336.79,54286.76,54703.2,54445.59666666667,225.10377436491774,54286.76,54346.83
3115,SENIOR MUSEUM REGISTRAR,2011,214653.71999999997,71092.4,71844.95,71551.23999999999,402.53423866797533,71092.4,71716.37
3116,SENIOR OCCUPATIONAL THERAPIST,2011,393965.44,2289.36,113054.0,78793.088,46585.04587016224,2289.36,103432.96
3117,SENIOR OFFSET MACHINE OPERATOR,2011,53712.34,53712.34,53712.34,53712.34,,53712.34,53712.34
3118,SENIOR OPERATIONS MANAGER,2011,60428.78,60428.78,60428.78,60428.78,,60428.78,60428.78
3119,SENIOR PARKING CONTROL OFFICER,2011,1829871.57,4350.68,93451.17,70379.67576923077,21000.7219461635,4350.68,73966.01000000001
3120,SENIOR PARTS STOREKEEPER,2011,513439.37,13650.98,86692.79,64179.92125,23719.093650764895,13650.98,69466.06
3121,SENIOR PAYROLL AND PERSONNEL CLERK,2011,3778305.41,2649.0,91350.74,59973.101746031745,19469.37103527691,65092.2,65383.46
3122,SENIOR PERMIT AND CITATION CLERK,2011,1175823.12,15500.63,67029.2,58791.156,11088.938263102988,15500.63,61258.565
3123,SENIOR PERSONAL PROPERTY AUDITOR,2011,1067210.17,1590.5,91802.92,76229.29785714285,27214.570468887876,1590.5,88057.20999999999
3124,SENIOR PERSONNEL ANALYST,2011,7459243.49,2862.47,100746.91,81969.70868131869,25403.09078860419,95203.03,95203.01
3125,SENIOR PERSONNEL CLERK,2011,1952694.23,8913.75,62162.0,52775.51972972973,14774.101034019424,59768.0,59768.0
3126,SENIOR PHARMACY HELPER,2011,59483.8,59483.8,59483.8,59483.8,,59483.8,59483.8
3127,SENIOR PHYSICAL THERAPIST,2011,553721.69,104729.01,113054.01,110744.33799999999,3522.345196196707,104729.01,112518.81
3128,SENIOR PHYSICIAN SPECIALIST,2011,16080714.24,327.1,231306.04,118240.54588235295,61789.9171095905,178866.8,130003.17499999999
3129,SENIOR PLAN CHECKER,2011,107583.02,107583.02,107583.02,107583.02,,107583.02,107583.02
3130,SENIOR PLUMBING INSPECTOR,2011,358770.93,116600.46,124700.88,119590.31,4447.166629765518,116600.46,117469.59
3131,SENIOR POLICE COMMUNICATIONS DISPATCHER,2011,2305094.91,1368.22,127076.36,96045.62125000001,25947.181591998255,1368.22,101337.6
3132,SENIOR POWER GENERATION TECHNICIAN,2011,812583.9400000001,103961.72,159229.44,135430.65666666668,19559.75762828228,103961.72,135382.885
3133,SENIOR POWER HOUSE OPERATOR,2011,458255.44,40436.89,100846.09,76375.90666666666,27975.686031867503,40436.89,91084.34
3134,"SENIOR PROPERTY MANAGER, PORT",2011,320055.08,101739.05,109158.03,106685.02666666667,4283.341439884676,101739.05,109158.0
3135,SENIOR PSYCHIATRIC ORDERLY,2011,68820.26,68820.26,68820.26,68820.26,,68820.26,68820.26
3136,SENIOR PSYCHIATRIC SOCIAL WORKER,2011,2177048.57,25325.17,91729.31,77751.73464285713,16589.583126696736,83522.22,83617.595
3137,SENIOR PUBLIC DEFENDER'S INVESTIGATOR,2011,637800.75,43891.29,89082.2,79725.09375,15436.665321580434,87018.2,87018.2
3138,SENIOR PURCHASER,2011,883692.04,18442.06,93346.11,67976.31076923077,31476.54289914885,93346.0,87058.11
3139,SENIOR RADIO TECHNICIAN,2011,866320.8,2985.99,149653.21,86632.08,60204.966477559174,2985.99,115852.065
3140,SENIOR REAL PROPERTY APPRAISER,2011,1266730.75,30343.41,92030.94,79170.671875,20393.696778179677,92006.44,90065.975
3141,SENIOR REAL PROPERTY OFFICER,2011,252751.84,1958.7,109047.34,63187.96,54347.56503272617,1958.7,70872.9
3142,SENIOR SOCIAL WORKER,2011,8643057.38,5251.0,90519.45,67000.44480620156,7401.532696829508,68026.42,68658.01
3143,SENIOR STATIONARY ENGINEER,2011,3650617.29,23719.7,135860.43,98665.33216216216,18912.579869789955,23719.7,99008.43
3144,"SENIOR STATIONARY ENGINEER, SEWAGE PLANT",2011,4033614.85,18965.35,118653.88,98380.85,22146.591292210862,18965.35,106257.59
3145,"SENIOR STATIONARY ENGINEER, WATER TREATMENT PLANT",2011,1805306.57,23101.3,128652.54,100294.80944444444,27647.69262630118,23101.3,107406.74
3146,SENIOR STOREKEEPER,2011,488519.73,2173.84,64956.96,48851.973,17337.12027630185,54079.2,53685.6
3147,SENIOR STREET INSPECTOR,2011,414127.47,27413.62,109082.45,69021.245,34329.23248297448,27413.62,75088.975
3148,"SENIOR SUPERVISING PROBATION OFFICER, JUVENILE POU",2011,46804.65,46804.65,46804.65,46804.65,,46804.65,46804.65
3149,SENIOR SWIMMING INSTRUCTOR,2011,521292.21,63734.69,66574.44,65161.52625,1084.8395636213754,63734.69,65237.37
3150,SENIOR SYSTEMS ACCOUNTANT,2011,4749127.62,1722.63,110786.02,93120.14941176471,22903.19942446062,101418.04,101418.0
3151,SENIOR TELEPHONE OPERATOR,2011,1161205.41,1027.11,59280.68,33177.29742857142,19812.059117840075,1027.11,30449.8
3152,SENIOR TRANSCRIBER TYPIST,2011,47654.08,11454.0,36200.08,23827.04,17498.1209757848,11454.0,23827.04
3153,SENIOR TRANSIT INFORMATION CLERK,2011,194282.2,63068.58,66546.19,64760.73333333334,1740.6814648387917,63068.58,64667.43
3154,SENIOR TRANSIT TRAFFIC CHECKER,2011,74796.35,74796.35,74796.35,74796.35,,74796.35,74796.35
3155,SENIOR UNIT CLERK,2011,229980.7,50878.61,60164.6,57495.175,4433.913763110417,50878.61,59468.744999999995
3156,SENIOR WATER SERVICE INSPECTOR,2011,749668.55,22704.51,130345.38,93708.56875,41454.80051452061,22704.51,107845.76000000001
3157,SENIOR WATER SERVICES CLERK,2011,2303011.11,1747.31,64993.16,53558.397906976745,13005.312594826217,1747.31,58371.9
3158,SERGEANT I (POLICE DEPARTMENT),2011,2510637.2,114530.15,200185.96,147684.5411764706,22719.068023845306,114530.15,140605.26
3159,SERGEANT II (POLICE DEPARTMENT),2011,2790232.37,131640.76,182462.86,146854.3352631579,11943.292028095553,131640.76,145088.45
3160,SERGEANT III (POLICE DEPARTMENT),2011,44640276.48,283.86,214944.74,151322.97111864405,19773.91266213408,283.86,147767.99
3161,SEWAGE TREATMENT PLANT SUPERINTENDENT,2011,879367.34,2786.86,160530.45,109920.9175,45843.5687356249,2786.86,122663.03
3162,SEWER MAINTENANCE WORKER,2011,590280.36,9404.59,76449.62,59028.036,18631.790646917434,9404.59,62616.490000000005
3163,SEWER REPAIR SUPERVISOR,2011,582568.38,54900.08,140692.66,116513.676,35776.25636952363,54900.08,133163.94
3164,SEWER SERVICE WORKER,2011,2063894.22,12161.44,115621.78,82555.7688,26794.328314892708,12161.44,87551.38
3165,SHADE AND DRAPERY WORKER,2011,51640.56,51640.56,51640.56,51640.56,,51640.56,51640.56
3166,SHEET METAL SUPERVISOR I,2011,507582.94,100268.68,103536.88,101516.588,1240.3671090729595,100268.68,101029.52
3167,SHEET METAL WORKER,2011,2312883.34,76.71,100407.67,74609.14,31366.940012315295,76.71,92298.15
3168,SHEET METAL WORKER SUPERVISOR II,2011,246711.38,112554.0,134157.38,123355.69,15275.896494549841,112554.0,123355.69
3169,SHELTER OFFICE ASSISTANT SUPERVISOR,2011,56855.98,56855.98,56855.98,56855.98,,56855.98,56855.98
3170,SHELTER OFFICE SUPERVISOR,2011,63313.14,63313.14,63313.14,63313.14,,63313.14,63313.14
3171,SHELTER SERVICE REPRESENTATIVE,2011,299246.77,5710.96,58574.42,42749.53857142857,20444.305745620575,5710.96,53436.47
3172,SHELTER VETERINARIAN,2011,172824.23,59803.13,113021.1,86412.115,37630.787467982256,59803.13,86412.115
3173,SHERIFF,2011,197233.84,197233.84,197233.84,197233.84,,197233.84,197233.84
3174,SHERIFF'S CADET,2011,1875975.69,800.49,55534.11,29312.12015625,16894.653106617905,2633.4,34191.195
3175,SHERIFF'S CAPTAIN,2011,1204194.82,147364.81,155502.57,150524.3525,2493.5518272292916,147364.81,150732.54
3176,SHERIFF'S LIEUTENANT,2011,4981652.05,101.75,219932.32,134639.24459459458,31921.190172497532,101.75,137348.51
3177,SHERIFF'S PROPERTY KEEPER,2011,118665.36,4262.07,20538.01,10787.76,7425.5116764341565,5786.8,5786.8
3178,SHERIFF'S SERGEANT,2011,6536557.9,44318.35,189930.72,118846.50727272728,21665.09423475924,44318.35,117759.83
3179,SIGN WORKER,2011,1373246.04,12149.5,83985.31,57218.585,13534.781092691781,12149.5,60220.85
3180,SIGNAL AND SYSTEMS ENGINEER,2011,51450.12,51450.12,51450.12,51450.12,,51450.12,51450.12
3181,SOCIAL WORK SPECIALIST,2011,1403022.06,1182.5,74537.95,61000.959130434785,23620.081637156843,73155.89,71026.99
3182,SOCIAL WORK SUPERVISOR,2011,1202337.43,38650.09,78599.55,70725.73117647058,13455.707021132275,38650.09,76477.69
3183,SOCIAL WORKER,2011,1394240.89,970.5,60874.81,34005.87536585366,22595.708262403852,970.5,42118.68
3184,SOFT FLOOR COVERER,2011,153632.54,1909.79,68860.48,21947.505714285715,21649.80190974262,1909.79,18539.22
3185,SOFT FLOOR COVERER SUPERVISOR,2011,91260.1,91260.1,91260.1,91260.1,,91260.1,91260.1
3186,SPECIAL ASSISTANT III,2011,70319.07,19339.0,50980.07,35159.535,22373.615160998237,19339.0,35159.535
3187,SPECIAL ASSISTANT XIV,2011,673.8,673.8,673.8,673.8,,673.8,673.8
3188,SPECIAL ASSISTANT XV,2011,85913.46,85913.46,85913.46,85913.46,,85913.46,85913.46
3189,SPECIAL ASSISTANT XVI,2011,132242.5,132242.5,132242.5,132242.5,,132242.5,132242.5
3190,SPECIAL ASSISTANT XVIII,2011,61683.49,61683.49,61683.49,61683.49,,61683.49,61683.49
3191,SPECIAL ASSISTANT XXII,2011,202121.63999999998,2355.9,199765.74,101060.81999999999,139589.83653695136,2355.9,101060.81999999999
3192,SPECIAL EXAMINER,2011,18018.899999999998,162.44,7855.23,1201.2599999999998,1936.9744556432042,275.16,492.96
3193,SPECIAL NURSE,2011,43917756.47,39.32,163191.79,31325.075941512125,31884.447763181724,812.67,20311.48
3194,SPECIALIST IN AGING II,2011,159479.59,79739.11,79740.48,79739.795,0.9687362902222774,79739.11,79739.795
3195,SPEECH PATHOLOGIST,2011,748542.3,1598.19,95076.05,49902.82,32226.985057060036,1598.19,60606.44
3196,STABLE ATTENDANT,2011,193942.25,43374.91,52940.89,48485.5625,4990.399172313271,43374.91,48813.225000000006
3197,STAGE ELECTRICIAN,2011,394538.44,275.2,100233.58,17933.565454545456,30159.918766353396,275.2,3156.9
3198,"STATION AGENT, MUNICIPAL RAILWAY",2011,4898738.67,8153.41,133481.76,94206.51288461538,26348.169686445966,8153.41,97961.215
3199,STATION OFFICER,2011,668452.08,67437.27,79419.01,74272.45333333332,3767.24814965446,67437.27,74588.59
3200,STATIONARY ENGINEER,2011,16661185.46,974.75,157045.01,73722.05955752212,29031.43603346714,974.75,82954.945
3201,"STATIONARY ENGINEER, SEWAGE PLANT",2011,12326708.92,162.66,105421.14,78017.14506329114,29432.876283564045,3070.0,89461.22
3202,"STATIONARY ENGINEER, WATER TREATMENT PLANT",2011,3096933.58,0.0,107559.15,65892.20382978724,39712.68934761283,0.0,88874.07
3203,STATISTICIAN,2011,72088.99,72088.99,72088.99,72088.99,,72088.99,72088.99
3204,STEAMFITTER,2011,1527770.82,38497.54,120617.94,95485.67625,16899.77516022264,38497.54,97211.09
3205,STEAMFITTER ASSISTANT SUPERVISOR,2011,223171.07,104328.6,118842.47,111585.535,10262.855898259993,104328.6,111585.535
3206,STOREKEEPER,2011,1513774.32,3788.5,70606.21,43250.69485714286,18099.149633854813,3788.5,51381.29
3207,STORES AND EQUIPMENT ASSISTANT SUPERVISOR,2011,75855.6,9671.8,66183.8,37927.8,39960.018418414176,9671.8,37927.8
3208,STREET ENVIRONMENTAL SERVICES OPERATIONS SUPERVI,2011,918333.0499999999,57589.82,107960.29,91833.305,13763.353156863292,57589.82,91761.805
3209,STREET INSPECTION SUPERVISOR,2011,191964.41999999998,95866.41,96098.01,95982.20999999999,163.7659305227931,95866.41,95982.20999999999
3210,STREET INSPECTOR,2011,1328127.92,1825.1,91864.56,69901.4694736842,23099.488894620215,1825.1,71387.0
3211,STREET REPAIR SUPERVISOR II,2011,223219.35,23793.3,115599.34,74406.45,46622.34677674537,23793.3,83826.71
3212,STRUCTURAL ENGINEER,2011,666500.3999999999,133172.3,133332.06,133300.08,71.43119486610972,133332.02,133332.02
3213,STUDENT DESIGN TRAINEE 1/ARC-ENG-PLNG,2011,1366621.1,34.59,44790.93,12093.99203539823,7729.68903263338,4151.5,10318.31
3214,STUDENT DESIGN TRAINEE 2/ARC-ENG-PLNG,2011,869336.41,421.97,46115.48,14021.555,8192.768362173358,421.97,12528.779999999999
3215,STUDENT DESIGN TRAINEE 3/ARC-ENG-PLNG,2011,934204.37,379.13,38556.23,14596.94328125,8805.261482468208,379.13,13928.205
3216,SUPERINTENDENT OF WATER TREATMENT FACILITIES,2011,253414.2,119891.47,133522.73,126707.1,9638.756382116944,119891.47,126707.1
3217,SUPERIOR COURT JUDGE,2011,764042.27,1626.92,22573.52,14415.891886792453,5079.657911170738,9464.0,13523.84
3218,SUPERVISING ADULT PROBATION OFFICER,2011,1200451.27,47818.79,104404.9,92342.40538461538,14417.449869707432,99267.01,94984.75
3219,SUPERVISING AUDITOR,2011,755851.24,13658.51,103969.07,83983.47111111111,28127.873177247355,13658.51,91680.8
3220,SUPERVISING BIOLOGIST,2011,559583.79,109525.32,113646.79,111916.758,1540.9885620665634,109525.32,111811.1
3221,SUPERVISING BUILDING AND GROUNDS PATROL OFFICER,2011,127660.78,15580.28,56098.79,42553.59333333333,23359.64792254441,15580.28,55981.71
3222,SUPERVISING CHEMIST,2011,1062024.65,1657.36,124933.22,81694.20384615383,40987.87819082318,1657.36,98049.72
3223,SUPERVISING CLINICAL PSYCHOLOGIST,2011,260284.46,57632.68,106504.92,86761.48666666666,25752.434547221616,57632.68,96146.86
3224,SUPERVISING COURT ADMINISTRATIVE SECRETARY,2011,86707.26,86707.26,86707.26,86707.26,,86707.26,86707.26
3225,SUPERVISING ELECTRONIC MAINTENANCE TECHNICIAN,2011,497260.32,115279.67,145120.89,124315.08,14059.865408737027,115279.67,118429.88
3226,SUPERVISING PARTS STOREKEEPER,2011,105972.13,105972.13,105972.13,105972.13,,105972.13,105972.13
3227,SUPERVISING PHARMACIST,2011,1080193.64,142094.03,161387.96,154313.37714285712,6577.400355795879,142094.03,153473.19
3228,SUPERVISING PHYSICIAN SPECIALIST,2011,3607940.14,3787.01,219712.35,163997.27909090908,57147.23230560165,192379.6,190858.885
3229,"SUPERVISING PROBATION OFFICER, JUVENILE COURT",2011,499307.29000000004,2193.92,104223.21,83217.88166666667,39777.01784047236,2193.92,98279.79000000001
3230,SUPERVISING PURCHASER,2011,495622.07,35032.8,122111.03,99124.414,36062.39445808653,35032.8,113452.01
3231,SUPERVISING WASTEWATER CONTROL INSPECTOR,2011,222254.38,104044.13,118210.25,111127.19,10016.959515102371,104044.13,111127.19
3232,SUPERVISING WELFARE FRAUD INVESTIGATOR,2011,93878.75,93878.75,93878.75,93878.75,,93878.75,93878.75
3233,"SUPERVISOR, TRAFFIC AND STREET SIGNS",2011,262602.55,85259.12,89636.92,87534.18333333333,2193.9816703959373,85259.12,87706.51
3234,SUPPLY ROOM ATTENDENT,2011,46854.36,46854.36,46854.36,46854.36,,46854.36,46854.36
3235,SURGICAL PROCEDURES TECHNICIAN,2011,952747.23,7654.34,96691.22,59546.701875,27294.330825002766,7654.34,60632.285
3236,SURVEY ASSISTANT II,2011,539839.17,30017.38,80406.38,67479.89625,16311.597495134672,30017.38,73601.60500000001
3237,SURVEY ASSISTNAT I,2011,794461.27,2124.0,76650.01,49653.829375,26599.98556718668,2124.0,66779.43
3238,SURVEY ASSOCIATE,2011,946095.34,7147.86,101954.68,67578.23857142856,31858.438021470225,7147.86,85918.26999999999
3239,SWIMMING INSTRUCTOR/POOL LIFEGUARD,2011,1587886.71,4.17,49229.41,13343.585798319327,13124.061662132335,4.17,9798.91
3240,SWITCH REPAIRER,2011,664523.4,65055.49,111511.38,83065.425,14505.016691671099,65055.49,82845.73000000001
3241,Safety Analyst,2012,1250281.28,73543.61,113949.81,96175.48307692308,15952.336074385461,108529.0,108434.28
3242,Safety Analyst,2013,1226120.97,23891.06,121868.63,94316.99769230769,34623.28959766825,116068.5,116068.5
3243,Safety Analyst,2014,1059481.57,35218.2,114922.91,96316.50636363636,26655.55380220275,35218.2,114888.0
3244,Safety Officer,2012,726207.22,42968.43,119613.07,103743.88857142857,29714.337640090755,42968.43,119612.98
3245,Safety Officer,2013,783891.39,51513.97,127971.6,111984.4842857143,29757.772948036538,51513.97,127969.14
3246,Safety Officer,2014,856108.19,21474.69,133746.96,107013.52375,37549.44893743865,21474.69,125607.57
3247,School Crossing Guard,2012,1151998.71,102.99,14722.66,7245.274905660377,2951.714099514804,3187.8,7899.96
3248,School Crossing Guard,2013,1342057.49,31.42,12718.3,6676.902935323383,3331.8216605469484,38.5,7890.19
3249,School Crossing Guard,2014,1466338.52,31.75,13348.78,7405.750101010101,2897.6065210505208,8500.97,8175.42
3250,"Sctry, Bldg Inspection Comm",2012,93682.37999999999,12642.73,81039.65,46841.189999999995,48363.92594427379,12642.73,46841.189999999995
3251,"Sctry, Bldg Inspection Comm",2013,104449.56999999999,13335.06,91114.51,52224.784999999996,54998.37653196001,13335.06,52224.784999999996
3252,"Sctry, Bldg Inspection Comm",2014,95433.23000000001,2277.21,93156.02,47716.615000000005,64261.02281716383,2277.21,47716.615000000005
3253,"Sctry, Human Svcs. Commission",2012,31483.5,31483.5,31483.5,31483.5,,31483.5,31483.5
3254,"Sctry, Human Svcs. Commission",2013,44954.4,44954.4,44954.4,44954.4,,44954.4,44954.4
3255,"Sctry, Human Svcs. Commission",2014,37703.2,37703.2,37703.2,37703.2,,37703.2,37703.2
3256,"Sctry, Juv Probation Comm",2012,52047.91,52047.91,52047.91,52047.91,,52047.91,52047.91
3257,"Sctry, Juv Probation Comm",2013,59409.64,59409.64,59409.64,59409.64,,59409.64,59409.64
3258,"Sctry, Juv Probation Comm",2014,58047.07,58047.07,58047.07,58047.07,,58047.07,58047.07
3259,Secretary 1,2012,1387402.51,21849.88,83351.26,53361.635,11798.357091091033,54185.51,54185.515
3260,Secretary 1,2013,1385541.74,11683.39,74833.02,53290.06692307692,16019.007125435655,57888.0,57888.0
3261,Secretary 1,2014,1369983.48,4208.77,70565.45,52691.67230769231,14995.190125229437,57507.0,57507.015
3262,Secretary 2,2012,5877751.74,661.32,71064.07,56516.843653846154,14032.433922340431,61996.01,62619.979999999996
3263,Secretary 2,2013,5936643.47,0.0,83759.65,58778.64821782178,19634.444960310007,66906.06,66906.0
3264,Secretary 2,2014,5634788.6,1201.93,81239.36,58695.71458333333,18637.87474169703,66478.06,66478.005
3265,"Secretary, Comm on the Environ",2012,93235.74,93235.74,93235.74,93235.74,,93235.74,93235.74
3266,"Secretary, Comm on the Environ",2013,99768.45,99768.45,99768.45,99768.45,,99768.45,99768.45
3267,"Secretary, Comm on the Environ",2014,98753.01,98753.01,98753.01,98753.01,,98753.01,98753.01
3268,"Secretary, Health Commission",2012,82149.12,82149.12,82149.12,82149.12,,82149.12,82149.12
3269,"Secretary, Health Commission",2013,87262.53,87262.53,87262.53,87262.53,,87262.53,87262.53
3270,"Secretary, Health Commission",2014,92162.16,92162.16,92162.16,92162.16,,92162.16,92162.16
3271,"Secretary, Library Commission",2012,88790.03,88790.03,88790.03,88790.03,,88790.03,88790.03
3272,"Secretary, Library Commission",2013,95006.04,95006.04,95006.04,95006.04,,95006.04,95006.04
3273,"Secretary, Library Commission",2014,94063.04,94063.04,94063.04,94063.04,,94063.04,94063.04
3274,Security Analyst,2012,335032.2,30488.62,101938.54,83758.05,35515.13254866156,30488.62,101302.51999999999
3275,Security Analyst,2013,565700.08,70713.5,108594.0,94283.34666666666,16383.030567421476,108594.0,97919.79000000001
3276,Security Analyst,2014,451141.62,20789.6,107900.02,90228.324,38818.680673470604,107276.0,107276.0
3277,Security Guard,2012,1177732.47,117.17,78475.17,37991.37,27024.914402038234,117.17,50244.81
3278,Security Guard,2013,1334415.1,0.0,95210.08,49422.781481481485,30288.547025424752,0.0,59406.06
3279,Security Guard,2014,1209067.69,52.59,92889.66,43180.98892857142,31052.863346171867,52.59,54278.055
3280,Sen Hospital Eligibility Wrkr,2014,216520.86,71901.01,72359.92,72173.62,241.32272810491457,71901.01,72259.93
3281,Senior Account Clerk,2012,7766008.48,4239.95,68440.75,55471.48914285714,12545.713429248228,61877.02,61253.0
3282,Senior Account Clerk,2013,8429065.32,0.0,70716.78,58131.484965517244,14126.140591752426,66096.0,65448.0
3283,Senior Account Clerk,2014,8453685.25,159.44,69486.6,54894.06006493507,17752.741644503363,65679.0,65055.0
3284,Senior Administrative Analyst,2012,15741752.28,422.11,115788.99,79503.7993939394,22479.275374380148,93236.02,89652.41500000001
3285,Senior Administrative Analyst,2013,17332757.49,0.0,122450.52,86232.6243283582,22606.09939970518,99770.51,95869.85
3286,Senior Administrative Analyst,2014,17277937.15,2026.92,117064.66,79990.4497685185,27118.983171466214,98753.0,92874.41
3287,Senior Assessment Clerk,2012,52066.42,22994.35,29072.07,26033.21,4297.597026153105,22994.35,26033.21
3288,Senior Assessment Clerk,2013,20.73,20.73,20.73,20.73,,20.73,20.73
3289,Senior Benefits Analyst,2012,512419.37,12333.28,87864.1,64052.42125,32056.594784503704,12333.28,78888.995
3290,Senior Benefits Analyst,2013,876734.24,36789.0,93903.43,73061.18666666666,17235.630726979154,36789.0,79906.765
3291,Senior Benefits Analyst,2014,903461.94,73184.6,89082.04,82132.90363636363,6414.988420775631,73184.6,84972.45
3292,Senior Book Repairer,2012,69425.87,69425.87,69425.87,69425.87,,69425.87,69425.87
3293,Senior Book Repairer,2013,74304.0,74304.0,74304.0,74304.0,,74304.0,74304.0
3294,Senior Book Repairer,2014,73868.09,73868.09,73868.09,73868.09,,73868.09,73868.09
3295,Senior Building Inspector,2012,1008097.47,22576.94,129341.52,112010.83,33656.344975910186,22576.94,121897.56
3296,Senior Building Inspector,2013,1063958.54,29471.09,143909.98,118217.61555555556,34300.18130058467,29471.09,128556.88
3297,Senior Building Inspector,2014,1016322.65,120350.0,140666.17,127040.33125,6590.869170742305,120350.0,126016.26000000001
3298,Senior Claims Investigator,2012,109372.13,109372.13,109372.13,109372.13,,109372.13,109372.13
3299,Senior Claims Investigator,2013,141966.19,14399.64,127566.55,70983.095,80021.08946692772,14399.64,70983.095
3300,Senior Claims Investigator,2014,136437.8,136437.8,136437.8,136437.8,,136437.8,136437.8
3301,Senior Clerk,2012,10578097.03,139.25,83298.26,44445.78584033613,15176.654347313533,9996.0,49868.795
3302,Senior Clerk,2013,12710759.41,0.0,68211.0,44134.581284722226,18343.886471465063,2998.8,50630.11
3303,Senior Clerk,2014,13853509.43,12.89,77273.12,44119.45678343949,18105.445586327947,54302.05,49780.24
3304,Senior Clerk Typist,2012,13309732.44,64.69,90763.62,49478.55925650558,16417.520601988243,56861.0,56858.34
3305,Senior Clerk Typist,2013,13146761.94,0.0,89270.78,52377.537609561754,17922.910078413293,60750.04,60740.45
3306,Senior Clerk Typist,2014,12016287.92,152.99,88741.83,53405.72408888889,17437.951137952172,60352.02,60352.01
3307,Senior Collections Officer,2012,2307628.04,0.0,70713.67,59169.94974358974,19009.28397945725,68358.0,68358.01
3308,Senior Collections Officer,2013,2553705.33,15528.93,75038.72,63842.63325,17260.65003584868,73062.05,73062.005
3309,Senior Collections Officer,2014,2474872.81,310.0,77459.12,61871.820250000004,21276.128834809886,72598.0,72598.01999999999
3310,Senior Comm Systems Technican,2012,922339.42,572.03,174684.94,115292.4275,60679.49295318048,572.03,135835.4
3311,Senior Comm Systems Technican,2013,985766.8,34280.13,191703.89,140823.82857142857,53332.282798573775,34280.13,149491.05
3312,Senior Comm Systems Technican,2014,881479.78,18088.24,165603.71,125925.68285714286,49141.05008754212,18088.24,143768.14
3313,Senior Const Inspector,2012,1472337.19,16399.34,127251.88,105166.94214285714,26640.13745410721,16399.34,111022.72
3314,Senior Const Inspector,2013,1767364.94,109459.5,159145.38,126240.35285714285,17136.752834503637,109459.5,120908.51000000001
3315,Senior Const Inspector,2014,1847881.13,76949.2,145093.19,115492.570625,15785.969005404115,76949.2,117631.65
3316,Senior Data Entry Operator,2012,11296.22,11296.22,11296.22,11296.22,,11296.22,11296.22
3317,Senior Data Entry Operator,2013,3991.07,3991.07,3991.07,3991.07,,3991.07,3991.07
3318,Senior Deputy Sheriff,2012,10501839.8,68.49,173751.37,119339.08863636364,31722.968653860633,68.49,119859.495
3319,Senior Deputy Sheriff,2013,10614080.56,0.0,202089.51,127880.4886746988,38938.63420935589,0.0,128594.9
3320,Senior Deputy Sheriff,2014,10424986.32,88.83,220947.38,131961.85215189873,35473.879716843476,88.83,128905.11
3321,Senior Electrical Inpsector,2012,397045.81,129930.33,135756.11,132348.60333333333,3036.2584035179375,129930.33,131359.37
3322,Senior Electrical Inpsector,2013,372052.91,94527.12,143029.36,124017.63666666666,25893.44808144395,94527.12,134496.43
3323,Senior Electrical Inpsector,2014,276268.44,137913.35,138355.09,138134.22,312.3573495213389,137913.35,138134.22
3324,Senior Eligibility Worker,2012,18923982.56,0.0,79743.11,66869.19632508833,14470.185357780587,70225.5,71019.72
3325,Senior Eligibility Worker,2013,18592549.18,0.0,89468.91,70963.92816793892,17789.330714939522,0.0,76456.015
3326,Senior Eligibility Worker,2014,591661.39,62.5,60241.6,22756.207307692308,20698.412425863113,62.5,17409.71
3327,Senior Emp Relations Repres,2012,198615.06,84939.04,113676.02,99307.53,20320.113428822202,84939.04,99307.53
3328,Senior Emp Relations Repres,2013,258776.46000000002,42585.84,121254.52,86258.82,40045.745022216775,42585.84,94936.1
3329,Senior Emp Relations Repres,2014,227196.26,107165.21,120031.05,113598.13,9097.522709661129,107165.21,113598.13
3330,Senior Estate Investigator,2012,407689.38,74108.53,83395.43,81537.876,4153.130676047886,74108.53,83395.02
3331,Senior Estate Investigator,2013,354817.62,87909.64,89190.54,88704.405,615.3013792443503,87909.64,88858.72
3332,Senior Estate Investigator,2014,355916.48,3260.0,88286.08,71183.296,37970.86405300095,3260.0,88286.02
3333,Senior Fiscal Technician,2012,561314.74,21721.86,86013.43,70164.3425,29027.377674108062,21721.86,85825.51500000001
3334,Senior Fiscal Technician,2013,580305.7,19967.87,96752.63,82900.81428571428,27856.64655292333,19967.87,93727.53
3335,Senior Food Service Supervisor,2012,66537.38,66537.38,66537.38,66537.38,,66537.38,66537.38
3336,Senior Food Service Supervisor,2013,71769.52,71769.52,71769.52,71769.52,,71769.52,71769.52
3337,Senior Food Service Supervisor,2014,72209.89,72209.89,72209.89,72209.89,,72209.89,72209.89
3338,Senior Food Service Worker,2012,948691.98,21703.69,53741.17,45175.80857142857,9345.227369683567,21703.69,47977.33
3339,Senior Food Service Worker,2013,998937.28,25255.58,56745.99,47568.44190476191,10141.183644564191,25255.58,50772.58
